ResponseID,ResponseSet,StartDate,EndDate,Finished,Status,mTurkCode,Q2,Intro,Q19_1,Q19_2,Q19_3,Q19_4,Q18,Q20_1,Q20_2,Q20_3,Q20_4,Q21,Q14_1,Q14_2,Q14_3,Q14_4,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q20,Q21_1,Q21_2,Q21_3,Q21_4,Q22,Q23_1,Q23_2,Q23_3,Q23_4,Q24,Q25_1,Q25_2,Q25_3,Q25_4,Q26,Q27_1,Q27_2,Q27_3,Q27_4,Q28,Q29_1,Q29_2,Q29_3,Q29_4,Q30,Q31_1,Q31_2,Q31_3,Q31_4,Q32,Q33_1,Q33_2,Q33_3,Q33_4,Q34,Q35_1,Q35_2,Q35_3,Q35_4,Q36,Q37_1,Q37_2,Q37_3,Q37_4,Q38,Q39_1,Q39_2,Q39_3,Q39_4,Q40,Q41_1,Q41_2,Q41_3,Q41_4,Q42,Q43_1,Q43_2,Q43_3,Q43_4,Q44,Q45_1,Q45_2,Q45_3,Q45_4,Q46,Q47_1,Q47_2,Q47_3,Q47_4,Q48,Q49_1,Q49_2,Q49_3,Q49_4,Q50,MLQ_1,MLQ_2,MLQ_3,MLQ_4,MLQ_5,MLQ_6,EA_1,EA_2,EA_3,EA_4,EA_5,D1,D2,RO-BR-FL_9,RO-BR-FL_10
ResponseID,ResponseSet,StartDate,EndDate,Finished,Status,mTurkCode,We are asking you to participate in a research study associated with a series of studies titled “...,"For the first section of this survey, you will be shown three words at a time.  Each triad will b...",Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide1,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide2,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide3,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide4,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide5,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide6,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide7,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide8,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide9,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide10,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide11,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide12,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide13,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide14,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide15,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide16,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide17,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide18,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide19,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide20,INSTRUCTIONS Please take a moment to think about what makes your life feel important to you. Plea...-I understand my life's meaning.,INSTRUCTIONS Please take a moment to think about what makes your life feel important to you. Plea...-My life has a clear sense of purpose.,INSTRUCTIONS Please take a moment to think about what makes your life feel important to you. Plea...-I have a good sense of what makes my life meaningful.,INSTRUCTIONS Please take a moment to think about what makes your life feel important to you. Plea...-I have discovered a satisfying life purpose.,INSTRUCTIONS Please take a moment to think about what makes your life feel important to you. Plea...-My life has no clear purpose.,"INSTRUCTIONS Please take a moment to think about what makes your life feel important to you. Plea...-Please select ""Absolutely Untrue"" here and continue with the survey as usual.",INSTRUCTIONS   Please rate to which extent you feel the following emotions at this time using the...-Happy,INSTRUCTIONS   Please rate to which extent you feel the following emotions at this time using the...-Anxious,INSTRUCTIONS   Please rate to which extent you feel the following emotions at this time using the...-Cheerful,INSTRUCTIONS   Please rate to which extent you feel the following emotions at this time using the...-Worried,INSTRUCTIONS   Please rate to which extent you feel the following emotions at this time using the...-Pleased,Please select your gender:,"Please specify your age, in years, below:",Display Order: Block Randomizer FL_9,Display Order: Block Randomizer FL_10
{'ImportId': 'responseId'},{'ImportId': 'responseSetId'},{'ImportId': 'startDate'},{'ImportId': 'endDate'},{'ImportId': 'finished'},{'ImportId': 'status'},{'ImportId': 'embeddedData-mTurkCode'},{'ImportId': 'QID1'},{'ImportId': 'QID9'},{'ImportId': 'QID11-1'},{'ImportId': 'QID11-2'},{'ImportId': 'QID11-3'},{'ImportId': 'QID11-4'},{'ImportId': 'QID10'},{'ImportId': 'QID12-1'},{'ImportId': 'QID12-2'},{'ImportId': 'QID12-3'},{'ImportId': 'QID12-4'},{'ImportId': 'QID13'},{'ImportId': 'QID14-1'},{'ImportId': 'QID14-2'},{'ImportId': 'QID14-3'},{'ImportId': 'QID14-4'},{'ImportId': 'QID15'},{'ImportId': 'QID16-1'},{'ImportId': 'QID16-2'},{'ImportId': 'QID16-3'},{'ImportId': 'QID16-4'},{'ImportId': 'QID17'},{'ImportId': 'QID18-1'},{'ImportId': 'QID18-2'},{'ImportId': 'QID18-3'},{'ImportId': 'QID18-4'},{'ImportId': 'QID20'},{'ImportId': 'QID21-1'},{'ImportId': 'QID21-2'},{'ImportId': 'QID21-3'},{'ImportId': 'QID21-4'},{'ImportId': 'QID22'},{'ImportId': 'QID23-1'},{'ImportId': 'QID23-2'},{'ImportId': 'QID23-3'},{'ImportId': 'QID23-4'},{'ImportId': 'QID24'},{'ImportId': 'QID25-1'},{'ImportId': 'QID25-2'},{'ImportId': 'QID25-3'},{'ImportId': 'QID25-4'},{'ImportId': 'QID26'},{'ImportId': 'QID27-1'},{'ImportId': 'QID27-2'},{'ImportId': 'QID27-3'},{'ImportId': 'QID27-4'},{'ImportId': 'QID28'},{'ImportId': 'QID29-1'},{'ImportId': 'QID29-2'},{'ImportId': 'QID29-3'},{'ImportId': 'QID29-4'},{'ImportId': 'QID30'},{'ImportId': 'QID31-1'},{'ImportId': 'QID31-2'},{'ImportId': 'QID31-3'},{'ImportId': 'QID31-4'},{'ImportId': 'QID32'},{'ImportId': 'QID33-1'},{'ImportId': 'QID33-2'},{'ImportId': 'QID33-3'},{'ImportId': 'QID33-4'},{'ImportId': 'QID34'},{'ImportId': 'QID35-1'},{'ImportId': 'QID35-2'},{'ImportId': 'QID35-3'},{'ImportId': 'QID35-4'},{'ImportId': 'QID36'},{'ImportId': 'QID37-1'},{'ImportId': 'QID37-2'},{'ImportId': 'QID37-3'},{'ImportId': 'QID37-4'},{'ImportId': 'QID38'},{'ImportId': 'QID39-1'},{'ImportId': 'QID39-2'},{'ImportId': 'QID39-3'},{'ImportId': 'QID39-4'},{'ImportId': 'QID40'},{'ImportId': 'QID41-1'},{'ImportId': 'QID41-2'},{'ImportId': 'QID41-3'},{'ImportId': 'QID41-4'},{'ImportId': 'QID42'},{'ImportId': 'QID43-1'},{'ImportId': 'QID43-2'},{'ImportId': 'QID43-3'},{'ImportId': 'QID43-4'},{'ImportId': 'QID44'},{'ImportId': 'QID45-1'},{'ImportId': 'QID45-2'},{'ImportId': 'QID45-3'},{'ImportId': 'QID45-4'},{'ImportId': 'QID46'},{'ImportId': 'QID47-1'},{'ImportId': 'QID47-2'},{'ImportId': 'QID47-3'},{'ImportId': 'QID47-4'},{'ImportId': 'QID48'},{'ImportId': 'QID49-1'},{'ImportId': 'QID49-2'},{'ImportId': 'QID49-3'},{'ImportId': 'QID49-4'},{'ImportId': 'QID50'},{'ImportId': 'QID8-1'},{'ImportId': 'QID8-2'},{'ImportId': 'QID8-3'},{'ImportId': 'QID8-4'},{'ImportId': 'QID8-5'},{'ImportId': 'QID8-6'},{'ImportId': 'QID7-1'},{'ImportId': 'QID7-2'},{'ImportId': 'QID7-3'},{'ImportId': 'QID7-4'},{'ImportId': 'QID7-5'},{'ImportId': 'QID2'},{'ImportId': 'QID4-TEXT'},{'ImportId': 'RO-BR-FL_9'},{'ImportId': 'RO-BR-FL_10'}
R_WdnBS6o7dNaTzGh,Default Response Set,7/8/2016 20:27,7/8/2016 20:30,1,0,61817822,1,1,0,0,4.001,0,1,0,0,4.002,0,1,0,0,4.001,0,1,0,0,4.001,0,1,0,0,4.001,0,1,0,0,4.003,0,1,0,0,4.001,0,1,0,0,4.001,0,1,0,0,4.001,0,1,0,0,4.002,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,7,1,5,6,5,6,3,2,26,Coherent,EA|MLQ
R_25yCed1RmS9culf,Default Response Set,7/8/2016 20:27,7/8/2016 20:30,1,0,24331103,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.155,0,1,0,0,4.155,0,1,0,0,4.171,0,1,0,0,4.643,0,1,0,0,4.155,0,1,0,0,4.16,0,1,0,0,4.135,0,1,0,0,4.201,0,1,0,0,4.184,0,1,0,0,4.44,0,1,3,2,5,3,5,1,5,2,6,3,5,2,58,Incoherent,MLQ|EA
R_3EydygE2RKhdpOY,Default Response Set,7/8/2016 20:27,7/8/2016 20:30,1,0,51618622,1,1,0,0,4.003,0,1,1.031,3.948,4.005,2,1,0,0,4.003,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.005,0,1,0,0,4.004,0,1,0,0,4.002,0,1,0,0,4.001,0,1,0,0,4.002,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,1,1,4,2,4,5,4,2,25,Coherent,MLQ|EA
R_1N3WmDMXqoiO6pd,Default Response Set,7/8/2016 20:28,7/8/2016 20:30,1,0,92964971,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.05,0,1,0,0,4.07,0,1,0,0,4.068,0,1,0,0,4.074,0,1,0,0,4.076,0,1,0,0,4.075,0,1,0,0,4.072,0,1,0,0,4.165,0,1,0,0,4.091,0,1,0,0,4.046,0,1,6,6,6,6,1,1,6,3,6,2,5,1,30,Incoherent,EA|MLQ
R_2SxhZPaEvvqKArS,Default Response Set,7/8/2016 20:28,7/8/2016 20:30,1,0,78062193,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.001,0,1,0,0,4.001,0,1,0,0,4.001,0,1,0,0,4.004,0,1,5,5,5,6,2,1,6,2,6,2,5,1,43,Incoherent,EA|MLQ
R_78R6OgzLvjzOJWh,Default Response Set,7/8/2016 20:28,7/8/2016 20:30,1,0,95240413,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.016,0,1,0,0,4.004,0,1,0,0,4.002,0,1,0,0,4.001,0,1,0,0,4.008,0,1,0,0,4.006,0,1,0,0,4.007,0,1,0,0,4.012,0,1,0,0,4.004,0,1,0,0,4.01,0,1,5,5,5,4,3,1,5,2,4,2,5,1,22,Incoherent,MLQ|EA
R_0IzQ00UZkFX6OM9,Default Response Set,7/8/2016 20:29,7/8/2016 20:30,1,0,57234772,1,1,0,0,4.006,0,1,0,0,4.003,0,1,0,0,4.002,0,1,0,0,4.003,0,1,0,0,4.002,0,1,0,0,4.006,0,1,0,0,4.003,0,1,0,0,4.009,0,1,0,0,4.003,0,1,0,0,4.004,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,1,1,6,1,3,1,4,1,59,Coherent,MLQ|EA
R_27QmZgSSgD8ThqW,Default Response Set,7/8/2016 20:28,7/8/2016 20:30,1,0,38460771,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.009,0,1,0,0,4.022,0,1,0,0,4.012,0,1,0,0,4.009,0,1,0,0,4.019,0,1,0,0,4.033,0,1,0,0,4.009,0,1,0,0,4.008,0,1,0,0,4.013,0,1,0,0,4.016,0,1,3,3,3,3,5,1,5,1,5,1,5,1,26,Incoherent,EA|MLQ
R_3gUvi9srG1Ehg8u,Default Response Set,7/8/2016 20:28,7/8/2016 20:30,1,0,37647456,1,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.001,0,1,0,0,4.001,0,1,0,0,4.002,0,1,0,0,4.001,0,1,0,0,4.001,0,1,0,0,4,0,1,0,0,4.001,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,5,6,3,1,5,3,5,2,4,1,18,Coherent,EA|MLQ
R_Z8NFmBc0o4W1ccx,Default Response Set,7/8/2016 20:28,7/8/2016 20:30,1,0,10251533,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.03,0,1,0,0,4.002,0,1,0,0,4.014,0,1,0,0,4.013,0,1,0,0,4.014,0,1,0,0,4.031,0,1,0,0,4.029,0,1,0,0,4.014,0,1,0,0,4.013,0,1,0,0,4.014,0,1,6,6,6,6,2,1,5,5,5,5,5,1,57,Incoherent,MLQ|EA
R_31tiBKQzKU0JRLC,Default Response Set,7/8/2016 20:28,7/8/2016 20:30,1,0,50509339,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.003,0,1,0,0,4.003,0,1,0,0,4.003,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.003,0,1,0,0,4.003,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.003,0,1,2,2,2,2,6,1,4,4,4,4,4,1,33,Incoherent,EA|MLQ
R_3EGU85NmCtvDJtT,Default Response Set,7/8/2016 20:28,7/8/2016 20:30,1,0,68598312,1,1,0,0,4.003,0,1,0,0,4.006,0,1,0,0,4.005,0,1,0,0,4.001,0,1,0,0,4.003,0,1,0,0,4.005,0,1,0,0,4.006,0,1,0,0,4.005,0,1,0,0,4.003,0,1,0,0,4.005,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,5,4,3,1,4,1,3,2,3,2,29,Coherent,MLQ|EA
R_OGXvD4iZ3C8ndEB,Default Response Set,7/8/2016 20:29,7/8/2016 20:30,1,0,61852979,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,0,1,0,0,4,0,1,0,0,4.001,0,1,0,0,4,0,1,0,0,4.001,0,1,0,0,4.003,0,1,0,0,4.001,0,1,0,0,4.001,0,1,0,0,4.001,0,1,0,0,4.001,0,1,4,4,4,4,4,1,7,4,6,2,7,1,27,Incoherent,MLQ|EA
R_295HPy4rXJ5QhHn,Default Response Set,7/8/2016 20:28,7/8/2016 20:30,1,0,14036222,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.006,0,1,0,0,4.006,0,1,0,0,4.005,0,1,0,0,4.004,0,1,0,0,4.005,0,1,0,0,4.004,0,1,0,0,4.004,0,1,0,0,4.006,0,1,0,0,4.005,0,1,0,0,4.004,0,1,5,6,7,6,2,1,6,1,5,2,5,1,28,Incoherent,MLQ|EA
R_3NKgp9WzUVxxjUR,Default Response Set,7/8/2016 20:28,7/8/2016 20:30,1,0,50292706,1,1,0,0,3.053,0,1,1.09,3.913,4.001,5,1,0,0,4.001,0,1,0,0,5.159,0,1,0,0,4.001,0,1,0,0,3.091,0,1,0,0,2.306,0,1,2.843,2.843,3.071,1,1,0.502,0.502,1.559,1,1,0,0,2.426,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,6,5,4,5,5,6,4,5,1,23,Coherent,MLQ|EA
R_3nGI7Mc0pBFH0lf,Default Response Set,7/8/2016 20:28,7/8/2016 20:31,1,0,79450306,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.206,0,1,0,0,4.202,0,1,0,0,4.189,0,1,0,0,4.161,0,1,0,0,4.176,0,1,0,0,4.178,0,1,0,0,4.367,0,1,0,0,4.177,0,1,0,0,4.163,0,1,0,0,4.134,0,1,1,2,4,3,5,1,5,3,5,3,6,1,30,Incoherent,EA|MLQ
R_736TqLiKIP2IRBD,Default Response Set,7/8/2016 20:29,7/8/2016 20:31,1,0,53060918,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.007,0,1,0,0,4.008,0,1,0,0,4.007,0,1,0,0,4.007,0,1,0,0,4.006,0,1,0,0,4.009,0,1,0,0,4.006,0,1,0,0,4.007,0,1,0,0,4.006,0,1,0,0,4.006,0,1,6,7,7,7,1,1,7,1,7,1,7,2,29,Incoherent,EA|MLQ
R_2wulO5SxGNB1WQj,Default Response Set,7/8/2016 20:28,7/8/2016 20:31,1,0,19354621,1,1,0,0,4.268,0,1,0,0,4.005,0,1,0,0,4.025,0,1,0,0,4.006,0,1,0,0,4.004,0,1,0,0,4.002,0,1,0,0,4.004,0,1,0,0,4.427,0,1,0,0,4.002,0,1,0,0,4.005,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,5,1,4,1,4,1,1,1,26,Coherent,EA|MLQ
R_1CqjEICeUL7TJq4,Default Response Set,7/8/2016 20:28,7/8/2016 20:31,1,0,72414018,1,1,0,0,4.216,0,1,0,0,4.165,0,1,0,0,4.143,0,1,0,0,4.136,0,1,0,0,4.965,0,1,0,0,4.129,0,1,0,0,4.153,0,1,0,0,4.166,0,1,0,0,4.173,0,1,0,0,4.146,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,6,1,4,1,1,1,4,1,25,Coherent,EA|MLQ
R_31pASyfr9GV9VD8,Default Response Set,7/8/2016 20:27,7/8/2016 20:31,1,0,44681122,1,1,0,0,4.043,0,1,0,0,4.345,0,1,0,0,4.154,0,1,0,0,4.041,0,1,0,0,4.286,0,1,0,0,4.085,0,1,0,0,4.355,0,1,0,0,4.116,0,1,0,0,4.072,0,1,0,0,4.044,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,6,1,4,1,4,1,2,1,27,Coherent,MLQ|EA
R_31ibxHqbsaXzELX,Default Response Set,7/8/2016 20:27,7/8/2016 20:31,1,0,70701672,1,1,0,0,5.494,0,1,0,0,4.25,0,1,0,0,4.302,0,1,0,0,4.506,0,1,0,0,4.031,0,1,0,0,4.596,0,1,0,0,4.215,0,1,0,0,4.955,0,1,0,0,4.309,0,1,0,0,4.492,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,1,1,6,1,6,1,5,2,59,Coherent,MLQ|EA
R_1gRCZu3931KPg6P,Default Response Set,7/8/2016 20:29,7/8/2016 20:31,1,0,49380807,1,1,0,0,4.003,0,1,0,0,4.003,0,1,0,0,4.003,0,1,0,0,4.001,0,1,0,0,4.002,0,1,0,0,4.004,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.002,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,7,,1,1,5,1,5,2,5,1,24,Coherent,MLQ|EA
R_30jEK6ka3YFS15T,Default Response Set,7/8/2016 20:28,7/8/2016 20:31,1,0,34039833,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.008,0,1,0,0,4.003,0,1,0,0,4.007,0,1,0,0,4.007,0,1,0,0,4.006,0,1,0,0,4.005,0,1,0,0,4.006,0,1,0,0,4.006,0,1,0,0,4.006,0,1,0,0,4.005,0,1,1,1,1,1,6,1,1,4,1,4,1,1,22,Incoherent,MLQ|EA
R_1QK4euKBQZw04jE,Default Response Set,7/8/2016 20:26,7/8/2016 20:31,1,0,85346904,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.222,0,1,0,0,4.197,0,1,0,0,4.19,0,1,0,0,4.267,0,1,0,0,4.237,0,1,0,0,4.191,0,1,0,0,4.227,0,1,0,0,4.222,0,1,0,0,4.189,0,1,0,0,4.233,0,1,1,2,2,3,2,1,5,4,7,5,7,2,44,Incoherent,EA|MLQ
R_23ZUIlQIf4ZAFwJ,Default Response Set,7/8/2016 20:29,7/8/2016 20:31,1,0,17567089,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.012,0,1,0,0,4.004,0,1,0,0,4.005,0,1,0,0,4.004,0,1,0,0,4.003,0,1,0,0,4.014,0,1,0,0,4.002,0,1,0,0,4.024,0,1,0,0,4.003,0,1,0,0,4.003,0,1,3,3,3,2,2,1,5,1,3,1,2,2,31,Incoherent,MLQ|EA
R_3saAA44LTSJBrlx,Default Response Set,7/8/2016 20:29,7/8/2016 20:31,1,0,29538089,1,1,0,0,4.005,0,1,0,0,4.003,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.003,0,1,0,0,4.003,0,1,0,0,4.003,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.006,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,6,4,1,1,4,2,4,1,4,2,41,Coherent,MLQ|EA
R_3hcGm9AQ3XdL1H8,Default Response Set,7/8/2016 20:29,7/8/2016 20:31,1,0,60237556,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.445,0,1,0,0,4.375,0,1,0,0,4.02,0,1,0,0,4.069,0,1,0,0,4.33,0,1,0,0,4.275,0,1,0,0,4.01,0,1,0,0,4.332,0,1,0,0,4.282,0,1,0,0,4.018,0,1,2,2,3,1,7,1,3,3,2,4,2,2,41,Incoherent,MLQ|EA
R_sMWG71ot6Qrt5Nn,Default Response Set,7/8/2016 20:27,7/8/2016 20:31,1,0,63921750,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.003,0,1,0,0,4.003,0,1,0,0,4.004,0,1,0,0,4.009,0,1,0,0,4.004,0,1,0,0,4.005,0,1,0,0,4.003,0,1,0,0,4.004,0,1,0,0,4.002,0,1,0,0,4.002,0,1,5,2,4,4,7,1,3,1,3,1,4,1,29,Incoherent,MLQ|EA
R_vwMRPZADFQzHdFn,Default Response Set,7/8/2016 20:30,7/8/2016 20:31,1,0,13233364,1,1,0,0,4.046,0,1,0,0,4.079,0,1,0,0,4.254,0,1,0,0,4.071,0,1,0,0,4.079,0,1,0,0,4.102,0,1,0,0,4.297,0,1,0,0,4.101,0,1,0,0,4.074,0,1,0,0,4.095,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,4,2,1,4,3,4,3,4,1,34,Coherent,MLQ|EA
R_vuDdNHtNN5Smq0p,Default Response Set,7/8/2016 20:28,7/8/2016 20:31,1,0,71746750,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.005,0,1,0,0,4.011,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.014,0,1,0,0,4.004,0,1,0,0,4.01,0,1,0,0,4.011,0,1,0,0,4.015,0,1,0,0,4.01,0,1,7,7,7,7,1,1,7,1,7,1,7,2,31,Incoherent,MLQ|EA
R_1BXT2R2LqXfszrK,Default Response Set,7/8/2016 20:30,7/8/2016 20:31,1,0,63546121,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.004,0,1,1.206,1.206,4.004,1,1,0.488,0.488,4.002,1,1,2.66,2.66,4.001,1,1,0.879,0.879,4,1,1,0.388,0.388,4.005,1,1,0.277,0.277,4.002,1,1,0.307,0.307,4,1,1,0.556,0.556,4.003,1,1,0.294,0.294,4.005,1,1,2,2,2,2,6,1,3,5,2,5,4,2,30,Incoherent,EA|MLQ
R_3BOB5fDwawfyMq9,Default Response Set,7/8/2016 20:29,7/8/2016 20:32,1,0,73230749,1,1,0,0,4.005,0,1,0,0,4.013,0,1,0,0,4.006,0,1,0,0,4.006,0,1,0,0,4.009,0,1,0,0,4.006,0,1,0,0,4.006,0,1,0,0,4.007,0,1,0,0,4.006,0,1,0,0,4.005,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,2,1,6,4,6,2,6,1,46,Coherent,EA|MLQ
R_2Xii5BDlvBqyKV5,Default Response Set,7/8/2016 20:30,7/8/2016 20:32,1,0,35351651,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.012,0,1,0,0,4.015,0,1,0,0,4.013,0,1,0,0,4.007,0,1,0,0,4.008,0,1,0,0,4.009,0,1,0,0,4.001,0,1,0,0,4.002,0,1,0,0,4.004,0,1,0,0,4,0,1,6,6,6,6,2,1,4,1,4,1,4,1,40,Incoherent,MLQ|EA
R_2dLSp2ApXowUh2M,Default Response Set,7/8/2016 20:30,7/8/2016 20:32,1,0,21687105,1,1,0,0,4.08,0,1,0,0,4.081,0,1,0,0,4.065,0,1,0,0,4.129,0,1,0,0,4.074,0,1,0,0,4.024,0,1,0,0,4.004,0,1,0,0,4.087,0,1,0,0,4.005,0,1,0,0,4.068,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,1,4,1,2,2,4,1,28,Coherent,EA|MLQ
R_PLPFvjXUouWL5fP,Default Response Set,7/8/2016 20:30,7/8/2016 20:32,1,0,49003470,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.976,3.976,4.004,1,1,0,0,4.004,0,1,0,0,4.005,0,1,0,0,4.004,0,1,0,0,4.004,0,1,0,0,4.009,0,1,0,0,4.003,0,1,0,0,4.003,0,1,0,0,4.003,0,1,0,0,4.003,0,1,4,4,5,4,4,1,3,5,3,5,3,2,43,Incoherent,MLQ|EA
R_5p3biPWadya5pyV,Default Response Set,7/8/2016 20:30,7/8/2016 20:32,1,0,83714343,1,1,0,0,4.168,0,1,0,0,4.191,0,1,0,0,4.185,0,1,0,0,4.124,0,1,0,0,4.168,0,1,0,0,4.169,0,1,0,0,4.163,0,1,0,0,4.167,0,1,0,0,4.169,0,1,0,0,4.197,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,5,4,4,1,5,1,5,1,5,2,33,Coherent,MLQ|EA
